id,pred
2,21.91975046416635
4,15.83554771630151
6,28.003953212031185
7,15.83554771630151
9,15.83554771630151
10,15.83554771630151
16,15.83554771630151
19,21.91975046416635
22,15.83554771630151
24,28.003953212031185
26,28.003953212031185
29,15.83554771630151
30,15.83554771630151
36,21.91975046416635
37,21.91975046416635
39,21.91975046416635
40,21.91975046416635
41,21.91975046416635
42,15.83554771630151
45,28.003953212031185
46,15.83554771630151
47,15.83554771630151
48,28.003953212031185
50,15.83554771630151
52,15.83554771630151
53,28.003953212031185
54,15.83554771630151
56,15.83554771630151
57,28.003953212031185
59,15.83554771630151
61,15.83554771630151
64,28.003953212031185
66,21.91975046416635
68,9.751344968436674
70,15.83554771630151
72,21.91975046416635
79,15.83554771630151
80,15.83554771630151
82,15.83554771630151
84,15.83554771630151
85,15.83554771630151
86,28.003953212031185
87,15.83554771630151
88,15.83554771630151
89,15.83554771630151
91,15.83554771630151
92,15.83554771630151
93,15.83554771630151
105,15.83554771630151
108,15.83554771630151
110,15.83554771630151
112,9.751344968436674
113,21.91975046416635
114,15.83554771630151
119,15.83554771630151
120,28.003953212031185
121,15.83554771630151
123,15.83554771630151
124,15.83554771630151
126,40.172358707760864
127,15.83554771630151
131,15.83554771630151
132,15.83554771630151
137,15.83554771630151
141,15.83554771630151
144,40.172358707760864
145,15.83554771630151
147,21.91975046416635
150,15.83554771630151
151,15.83554771630151
154,28.003953212031185
155,28.003953212031185
158,28.003953212031185
159,15.83554771630151
161,28.003953212031185
162,15.83554771630151
164,15.83554771630151
166,21.91975046416635
167,15.83554771630151
168,28.003953212031185
169,15.83554771630151
170,15.83554771630151
171,21.91975046416635
172,15.83554771630151
173,15.83554771630151
174,15.83554771630151
177,15.83554771630151
182,15.83554771630151
183,21.91975046416635
185,15.83554771630151
186,34.08815595989602
187,21.91975046416635
188,34.08815595989602
189,21.91975046416635
190,21.91975046416635
191,15.83554771630151
194,15.83554771630151
195,15.83554771630151
197,15.83554771630151
198,28.003953212031185
199,15.83554771630151
202,15.83554771630151
203,15.83554771630151
207,21.91975046416635
211,21.91975046416635
212,28.003953212031185
213,28.003953212031185
214,15.83554771630151
215,21.91975046416635
219,15.83554771630151
221,15.83554771630151
228,28.003953212031185
230,15.83554771630151
231,28.003953212031185
232,21.91975046416635
233,15.83554771630151
235,15.83554771630151
237,15.83554771630151
238,15.83554771630151
240,21.91975046416635
242,15.83554771630151
243,15.83554771630151
